SCENARIO ID,DATE,EVENT TYPE,PROCESS AREA,LOSS AMOUNT(USD),FREQUENCY,SEVERITY,OPVAR(%),ML,GDP (%),VIX,TARGET
OLE-0151,5/6/2023,Tech Failure,E-Banking,74.32,1,1.02,1.19,1,2.7,14,2
OLE-0473,17/5/2022,Tech Failure,Payments,79.11,1,0.37,0.83,1,3.6,22,0
ALE-0945,17/1/2022,Cyber-Fraud,Retail Banking,88.98,2,1.12,3.4,3.98,2.6,24,2
OLE-0641,20/3/2023,Data Breach,Retail Banking,5,1,0.45,1.15,1,2.6,22,2
ALE-0014,14/8/2022,Data Breach,Payments,115.63,3,2.7,1.76,2.06,3,18,0
ALE-1232,24/4/2022,Data Breach,Retail Banking,136.17,5,1.86,2.93,3.46,2.8,27,2
OLE-0551,18/6/2023,Cyber-Fraud,ATM Network,49.74,4,0.57,1.24,1,3.9,22,1
ALE-1156,30/12/2022,Cyber-Fraud,Retail Banking,168.86,4,2.77,3.15,3.25,3.5,18,1
ALE-0071,3/8/2022,System Failure,Payments,175.36,1,1.81,1.64,1.73,2.5,17,2
OLE-0489,14/4/2022,Tech Failure,Retail Banking,46.61,3,1.05,1.05,1,3.1,16,1
ALE-0986,16/3/2022,Data Breach,E-Banking,72.57,5,0.84,2.7,2.53,3.5,15,2
ALE-0877,22/5/2022,Data Breach,E-Banking,163.85,4,2.21,3.43,3.83,3.1,17,2
ALE-1192,8/5/2022,Cyber-Fraud,Payments,271.98,2,1.88,1.91,2.19,2.6,15,2
ALE-0314,25/1/2022,Phishing,Retail Banking,317.38,2,2.29,2.81,2.15,3.6,19,0
OLE-0147,20/7/2023,Tech Failure,ATM Network,59.58,2,0.65,1.43,1,3.1,18,0
ALE-1072,22/10/2022,Cyber-Fraud,E-Banking,230.89,4,2.29,3.01,2.05,2.7,28,2
ALE-0512,6/2/2022,Tech Failure,Retail Banking,167.3,5,1.47,2.77,1.99,3.5,20,2
OLE-0403,27/5/2022,System Failure,Retail Banking,16.02,3,0.58,1.33,1,3.9,20,2
ALE-0097,5/12/2022,System Failure,ATM Network,125.91,4,2.44,3.43,3.1,3.8,19,0
ALE-1228,1/10/2022,Cyber-Fraud,Online Services,313.82,4,2.41,1.99,1.57,3.8,15,1
OLE-0660,16/9/2023,System Failure,Payments,9.5,5,0.96,0.59,1,3.6,19,0
ALE-0937,10/8/2022,Tech Failure,Payments,112.54,1,1.55,2.1,1.58,2.6,26,0
ALE-0515,13/9/2022,Data Breach,E-Banking,44.05,1,2.05,2.08,1.43,3.1,24,1
OLE-0464,1/12/2022,Cyber-Fraud,Retail Banking,62.55,2,1.24,1.1,1,3.1,20,2
ALE-0492,15/12/2022,Phishing,Online Services,167.18,3,2.91,2.89,2.18,2.9,21,2
OLE-0187,2/6/2023,System Failure,Payments,5,3,0.33,1.08,1,3.8,14,0
ALE-0290,12/2/2022,Data Breach,Payments,235.83,1,0.98,1.32,1.35,2.6,25,1
ALE-0367,11/12/2022,System Failure,E-Banking,177.23,1,0.83,1.55,1.42,2.6,25,1
OLE-0609,17/2/2022,Cyber-Fraud,ATM Network,39.47,3,0.33,1.28,1,2.5,21,0
OLE-0144,2/9/2022,Tech Failure,Payments,22.07,1,0.3,0.54,1,3.4,24,2
OLE-0752,17/5/2022,Tech Failure,Retail Banking,5,4,1.08,1.37,1,3.8,20,1
ALE-0677,18/2/2022,System Failure,E-Banking,211.87,5,2.57,1.5,1.55,2.9,20,2
ALE-0124,19/11/2022,Data Breach,E-Banking,192.64,5,2.98,1.77,1.53,3.8,24,0
OLE-0198,14/9/2022,Tech Failure,ATM Network,25.51,1,0.66,0.61,1,3.7,18,1
ALE-0776,19/9/2022,System Failure,ATM Network,46.64,2,1.02,2.59,2.03,3.5,18,2
ALE-0026,10/4/2022,Tech Failure,ATM Network,83.66,4,2.99,1.64,1.61,3.2,23,1
ALE-1003,18/5/2022,Data Breach,ATM Network,83.59,4,0.87,2.75,2.01,3.9,29,0
OLE-0280,6/8/2022,Data Breach,ATM Network,50.01,4,0.55,0.78,1,3.6,19,1
OLE-0294,6/10/2023,Tech Failure,ATM Network,69.44,5,0.7,0.64,1,3.5,20,0
OLE-0767,19/10/2022,Data Breach,ATM Network,6.27,5,0.59,1.24,1,2.8,21,1
OLE-0401,6/10/2022,Tech Failure,ATM Network,44.1,4,0.96,0.92,1,2.7,21,2
OLE-0123,22/6/2023,Cyber-Fraud,E-Banking,10.16,2,1.28,1.38,1,3.3,18,1
ALE-0350,31/10/2022,Data Breach,Payments,163.87,4,2.28,3.1,3.06,4,16,1
OLE-0203,22/11/2023,Data Breach,Retail Banking,82.26,5,1.12,0.97,1,3.4,18,2
ALE-0605,20/7/2022,System Failure,Online Services,48.65,2,2.39,2.68,2.69,2.9,15,2
OLE-0836,10/9/2022,Data Breach,Retail Banking,73.12,2,0.32,0.81,1,3.4,20,1
OLE-0247,1/6/2023,Data Breach,Payments,40.38,1,0.45,0.63,1,3.8,22,0
ALE-0582,3/8/2022,System Failure,Retail Banking,10,4,1.78,1.79,1.42,3,21,1
ALE-0876,23/9/2022,Phishing,Payments,75.78,3,1.23,1.62,1.62,2.9,17,2
ALE-1126,10/11/2022,Data Breach,Retail Banking,174.69,2,1.95,1.3,1.25,2.6,19,0
OLE-0730,8/4/2022,System Failure,E-Banking,5,3,1.21,0.71,1,3.6,19,2
ALE-0850,31/8/2022,Tech Failure,ATM Network,304.53,4,1.4,3.45,3.49,3.5,22,2
ALE-1230,10/10/2022,Cyber-Fraud,Online Services,261.59,5,2.59,3.07,2.54,3.6,20,0
ALE-0296,8/7/2022,Cyber-Fraud,Payments,155.26,3,2.83,3.16,2.35,3.1,22,2
ALE-0804,19/12/2022,Tech Failure,E-Banking,95.13,5,2.48,2.04,1.73,3.3,22,1
ALE-0569,25/5/2022,System Failure,ATM Network,108.04,1,1.61,2.84,3.43,3.1,29,0
OLE-0385,12/7/2023,Tech Failure,E-Banking,33.33,5,0.99,1.26,1,3.7,18,2
ALE-1133,31/8/2022,Tech Failure,Payments,332.99,1,2.21,3.39,3.59,3.6,21,0
ALE-0902,17/1/2022,Phishing,E-Banking,187.38,1,1.67,2.88,3.05,3.1,28,2
OLE-0855,18/3/2022,System Failure,Payments,87.78,2,0.88,0.61,1,2.7,23,1
ALE-0732,23/8/2022,System Failure,E-Banking,324.8,1,1.83,1.43,1.38,3.1,22,0
OLE-0220,14/3/2023,Cyber-Fraud,ATM Network,5,3,1.11,0.64,1,4,15,2
OLE-0642,30/1/2023,Cyber-Fraud,Payments,47.51,1,0.85,0.66,1,3,19,1
OLE-0002,9/8/2023,Cyber-Fraud,Retail Banking,41.26,1,1.1,0.6,1,3.5,22,0
OLE-0113,24/8/2022,Data Breach,Retail Banking,104.86,3,1.39,1.04,1,3.2,19,2
OLE-0699,7/4/2023,Cyber-Fraud,Retail Banking,52.09,1,0.46,0.79,1,3.8,15,1
ALE-0247,23/10/2022,Phishing,Payments,290.33,4,0.83,1.87,2.33,3.1,21,2
ALE-0094,4/10/2022,Data Breach,Payments,179.47,2,2.99,3.24,2.37,3.1,24,0
ALE-0791,22/8/2022,Phishing,Retail Banking,60.53,5,1.8,1.87,1.94,3.6,27,2
ALE-0779,15/2/2022,Data Breach,Payments,132.66,4,2.78,1.86,1.3,2.7,28,0
ALE-1121,5/2/2022,Tech Failure,Payments,120.6,1,0.82,1.63,1.27,2.6,16,0
ALE-0553,28/7/2022,Tech Failure,Online Services,128.72,3,2.72,3.19,3.01,2.8,25,0
ALE-0552,31/3/2022,Tech Failure,ATM Network,137.49,2,2.11,1.95,2.38,3.6,15,1
ALE-0973,2/3/2022,Cyber-Fraud,E-Banking,88.12,1,1.57,1.83,1.52,3.9,22,0
ALE-0676,4/4/2022,Tech Failure,E-Banking,157.47,2,1.29,1.99,1.48,3.4,27,1
ALE-0434,28/6/2022,Tech Failure,Retail Banking,128.65,5,2.24,2.77,2.09,3.3,29,2
ALE-1191,21/8/2022,Phishing,Payments,210.02,4,2.44,2.92,2.3,3.5,29,1
OLE-0442,10/2/2022,System Failure,ATM Network,55.87,4,0.87,0.57,1,2.6,23,2
ALE-0663,17/12/2022,Tech Failure,ATM Network,154.27,5,1.49,1.48,1.05,3.2,24,1
ALE-0996,1/11/2022,Phishing,E-Banking,49.26,1,2.26,2.05,1.64,3,21,2
ALE-0279,1/11/2022,Phishing,Retail Banking,119.46,3,1.67,1.72,1.87,3.5,16,1
ALE-0858,2/11/2022,System Failure,Retail Banking,116.32,2,1.71,2.7,1.8,3.9,27,2
ALE-0399,30/7/2022,Data Breach,Online Services,200.87,4,0.85,2.35,2.37,3.5,27,1
ALE-1219,21/7/2022,Tech Failure,Payments,183.93,5,1.12,3.12,2.84,2.8,15,0
ALE-0774,5/8/2022,Phishing,Retail Banking,278.45,4,2.9,1.97,1.65,3.1,18,0
ALE-0838,20/10/2022,Cyber-Fraud,E-Banking,92.37,4,2.78,1.47,1.44,3.7,28,2
ALE-0540,29/7/2022,System Failure,E-Banking,72.59,1,1.03,3.43,3.65,2.6,19,0
ALE-0993,10/9/2022,Phishing,E-Banking,10,5,2.42,1.87,1.85,3.7,20,2
OLE-0664,17/7/2022,System Failure,Retail Banking,105.48,2,1.11,1.36,1,3.9,23,1
OLE-0684,28/1/2023,Tech Failure,Retail Banking,81.54,2,1.02,0.61,1,2.5,15,1
ALE-0400,3/6/2022,Cyber-Fraud,Retail Banking,122.18,5,2.29,1.66,1.45,3.7,16,1
ALE-0985,30/11/2022,Data Breach,Retail Banking,178.29,3,2.57,1.43,0.98,2.7,15,2
ALE-1150,1/5/2022,Tech Failure,Online Services,275.57,5,1.23,2.94,2.35,3.9,25,2
ALE-0843,5/6/2022,Cyber-Fraud,Payments,119.91,2,1.24,1.63,1.67,3,15,1
OLE-0318,13/7/2023,Cyber-Fraud,E-Banking,69.34,3,1.27,1.36,1,4,16,2
OLE-0649,5/11/2022,System Failure,Retail Banking,65.45,3,1.18,0.78,1,3.5,16,2
ALE-0577,1/9/2022,Tech Failure,Retail Banking,190.99,4,1.4,3.21,2.4,3,20,2
ALE-0622,12/4/2022,Cyber-Fraud,E-Banking,81.62,5,2.28,1.22,1.08,2.8,18,0
OLE-0710,10/10/2023,Cyber-Fraud,Retail Banking,81.92,3,1.06,1.4,1,3.4,18,0
ALE-0525,25/2/2022,Cyber-Fraud,ATM Network,208.4,1,1.01,3.49,3.53,3.8,27,2
ALE-0425,20/11/2022,Data Breach,E-Banking,179.16,3,2.85,1.93,1.32,3.1,18,0
ALE-0911,18/11/2022,System Failure,Payments,156.79,3,2.31,1.94,2.07,3.8,25,0
ALE-0115,3/10/2022,Data Breach,Retail Banking,170.68,3,1.82,2.58,2.8,3.6,16,1
OLE-0628,7/4/2023,Data Breach,ATM Network,23,4,0.53,0.81,1,4,15,1
OLE-0633,4/4/2022,Cyber-Fraud,E-Banking,73.98,1,0.56,0.87,1,3.1,17,2
ALE-1158,15/6/2022,Data Breach,Retail Banking,172.98,4,2.13,3.34,2.39,2.6,27,0
ALE-0449,15/12/2022,System Failure,Online Services,120.04,1,1.93,1.76,1.89,2.6,16,2
ALE-0543,4/2/2022,System Failure,Payments,145.57,5,1.03,2.23,2.23,2.7,20,2
ALE-0551,9/5/2022,Phishing,E-Banking,166.4,2,2.16,2.43,2.89,2.6,26,1
ALE-0391,29/11/2022,Tech Failure,ATM Network,174.95,1,0.8,2.87,2.28,3.6,25,2
ALE-1264,1/3/2022,Tech Failure,Retail Banking,10,3,0.99,2.63,1.86,3,25,1
ALE-0397,22/8/2022,Data Breach,E-Banking,102.66,4,1.83,1.9,1.73,3,21,1
ALE-0639,19/4/2022,Data Breach,Online Services,163.99,4,1.79,2.17,1.88,3.9,20,1
ALE-0514,30/4/2022,System Failure,E-Banking,208.57,2,2.31,2.28,2.03,4,25,1
ALE-0672,10/6/2022,Data Breach,ATM Network,109.59,4,2.07,2.19,1.75,3.7,15,1
ALE-0806,9/3/2022,Tech Failure,E-Banking,144.27,2,2.27,2.38,2.26,3.6,19,0
ALE-0497,16/10/2022,Cyber-Fraud,Payments,188.77,1,1.89,2.63,2.23,3.6,24,2
ALE-1238,5/6/2022,Tech Failure,Retail Banking,145.58,1,2.18,3.24,2.39,3.1,15,2
ALE-0964,8/6/2022,System Failure,Retail Banking,194.09,4,2.02,2.8,2.3,2.7,16,2
ALE-1252,13/2/2022,Phishing,E-Banking,39.73,4,0.95,2.61,1.87,3,21,0
ALE-1241,13/4/2022,Cyber-Fraud,Retail Banking,255.02,4,1.23,1.5,1.03,2.7,15,0
ALE-0786,11/1/2022,Data Breach,E-Banking,10,1,2.35,3.47,2.98,3.7,19,2
ALE-0194,13/4/2022,Tech Failure,E-Banking,156.39,3,2.16,3.47,2.78,3.8,17,1
OLE-0796,11/6/2022,Tech Failure,Retail Banking,5,3,0.91,0.73,1,3.8,15,2
OLE-0646,14/8/2022,Tech Failure,ATM Network,33.62,3,0.89,1.02,1,3.5,24,0
ALE-0155,4/9/2022,Phishing,Payments,221.35,1,1.31,2.13,1.55,2.8,22,2
ALE-1119,27/10/2022,Cyber-Fraud,Online Services,213.11,2,1.61,2.68,1.83,2.6,18,1
ALE-0740,4/12/2022,System Failure,ATM Network,125.63,3,1.28,2.88,2.3,4,26,1
OLE-0557,1/7/2023,System Failure,Payments,39.77,1,1.2,0.98,1,2.8,17,0
OLE-0682,6/5/2022,Data Breach,Payments,46.56,5,0.5,0.85,1,3,23,0
OLE-0578,4/1/2023,Tech Failure,Retail Banking,43.62,5,0.99,0.83,1,3,18,1
ALE-0962,16/11/2022,Tech Failure,Online Services,352.61,3,1.87,2.27,1.8,2.7,19,1
ALE-0252,3/8/2022,Cyber-Fraud,Online Services,220.43,5,1.14,3.05,2.64,4,23,2
ALE-0409,6/2/2022,Tech Failure,Retail Banking,158.82,5,1.24,3.48,2.56,3.6,18,0
ALE-0865,18/7/2022,Tech Failure,ATM Network,145.25,5,1.54,1.35,1.23,3.1,28,2
ALE-1005,16/2/2022,System Failure,ATM Network,99.91,4,1.81,3.43,3.41,3.4,25,2
ALE-0326,24/1/2022,Cyber-Fraud,Payments,215.21,1,2.41,2.61,1.9,3.1,18,1
OLE-0525,18/10/2023,Cyber-Fraud,Payments,46.81,2,0.84,1.24,1,3.5,23,0
ALE-0202,13/3/2022,System Failure,Retail Banking,217.66,4,2.32,2.6,2.21,3.2,16,1
OLE-0541,7/6/2022,System Failure,Payments,58.37,2,1.41,1.32,1,3.3,17,1
ALE-0337,25/10/2022,Phishing,E-Banking,165.87,3,2,2.83,3.39,2.6,16,2
ALE-0821,1/8/2022,Tech Failure,ATM Network,114.53,4,1.68,2.88,2.46,3.7,25,1
OLE-0749,27/6/2023,Tech Failure,Payments,54.55,2,0.48,1.3,1,3.6,20,1
OLE-0231,11/7/2023,Cyber-Fraud,ATM Network,28.7,5,1.47,0.53,1,3.8,22,0
ALE-0573,9/6/2022,Data Breach,Retail Banking,10,4,1.61,1.3,1.29,3.3,18,2
OLE-0485,6/11/2022,Tech Failure,Retail Banking,33.9,2,0.35,1.2,1,3,18,0
ALE-0900,26/1/2022,Tech Failure,Retail Banking,187.51,5,1.11,1.67,1.3,3.3,22,0
ALE-1066,21/11/2022,Data Breach,Retail Banking,32.21,2,2.89,2.85,2.49,3.5,28,2
OLE-0096,8/1/2022,Tech Failure,Payments,96.3,5,1.14,1.43,1,3.7,16,1
ALE-0163,4/11/2022,Phishing,E-Banking,122.42,4,2.76,2.23,1.9,3.1,20,1
OLE-0564,27/11/2023,Data Breach,Retail Banking,9.62,5,0.52,0.93,1,2.7,20,0
ALE-0006,13/12/2022,Cyber-Fraud,ATM Network,206.59,1,2.35,3.4,2.9,3.1,25,2
ALE-0627,18/5/2022,System Failure,Payments,122.71,4,1.5,2.1,2.11,3.9,19,2
ALE-1024,22/5/2022,Phishing,E-Banking,119.98,5,1.62,1.88,2.07,2.7,19,2
ALE-0181,1/4/2022,Cyber-Fraud,E-Banking,229.66,4,2.96,3.33,2.33,3.6,18,1
OLE-0207,29/4/2022,Cyber-Fraud,Payments,110.54,4,0.85,0.77,1,2.8,23,2
OLE-0393,13/12/2023,System Failure,Retail Banking,41.46,3,0.61,0.81,1,3.8,20,2
ALE-0013,8/12/2022,Data Breach,Payments,225.01,4,2.29,1.77,2.18,2.8,24,1
OLE-0398,1/8/2023,System Failure,ATM Network,72.79,4,0.58,0.71,1,3.8,21,1
ALE-1208,9/12/2022,Tech Failure,Retail Banking,235.71,2,2.17,2.26,1.55,3.1,23,1
ALE-0171,17/7/2022,Phishing,Payments,220.47,5,1.99,1.86,2.1,3.6,17,1
ALE-0628,13/8/2022,Data Breach,ATM Network,188.42,5,2.31,1.69,1.21,2.6,17,0
ALE-0103,30/11/2022,System Failure,Retail Banking,129.08,3,2.67,2.87,2.07,2.9,28,0
ALE-0713,20/1/2022,System Failure,ATM Network,142.3,5,2.01,1.83,1.88,2.7,21,2
ALE-1038,14/8/2022,System Failure,Payments,183.34,2,2.77,1.25,0.89,3.9,16,2
OLE-0805,29/4/2023,Tech Failure,E-Banking,5,4,1.06,1.47,1,3.7,21,0
ALE-0894,9/7/2022,System Failure,Retail Banking,184.89,4,2.73,2.81,2.23,3.6,29,2
OLE-0503,22/12/2023,Data Breach,E-Banking,74.64,1,0.74,1.25,1,3.8,20,1
OLE-0780,10/4/2022,Tech Failure,Payments,113.08,1,0.67,1.39,1,3.7,20,1
ALE-1006,15/6/2022,Tech Failure,ATM Network,10,1,1.89,2.26,1.74,2.6,26,0
OLE-0201,19/3/2023,System Failure,ATM Network,25.06,3,1.18,1.15,1,3.7,20,0
ALE-0939,24/10/2022,Cyber-Fraud,Retail Banking,66.36,4,1.48,1.92,2,3,25,2
OLE-0379,6/7/2022,Tech Failure,Payments,76.61,3,0.94,0.6,1,2.8,24,2
OLE-0419,19/12/2022,Cyber-Fraud,E-Banking,69.9,2,1.02,1.01,1,2.6,24,1
ALE-0841,2/12/2022,System Failure,ATM Network,188.35,5,0.88,1.94,1.45,3.9,20,2
OLE-0392,27/9/2023,Tech Failure,E-Banking,26.49,4,1.39,0.66,1,2.8,15,2
ALE-0665,25/6/2022,Cyber-Fraud,Retail Banking,80.02,5,2.34,3.28,2.41,2.9,18,0
ALE-0305,7/6/2022,Cyber-Fraud,E-Banking,143.86,1,2.74,3.41,2.39,3.6,25,1
ALE-0638,22/3/2022,Phishing,E-Banking,240.92,2,2.79,2.36,1.94,3.6,24,0
ALE-1170,26/4/2022,System Failure,Retail Banking,273.13,1,2.62,1.87,1.37,3.9,27,2
ALE-0295,23/9/2022,Data Breach,ATM Network,250.23,3,0.89,1.92,1.6,3.9,16,1
ALE-0510,20/3/2022,Cyber-Fraud,Retail Banking,206.57,4,2.72,1.51,1.64,3,21,1
OLE-0065,25/7/2023,Cyber-Fraud,ATM Network,59.76,4,1.24,1.33,1,3.2,21,2
ALE-1205,5/8/2022,Cyber-Fraud,Retail Banking,121.3,1,2.87,3.06,2.23,2.8,26,0
ALE-0323,26/8/2022,Cyber-Fraud,Payments,83.41,5,1.92,2.78,2.24,3.7,17,2
OLE-0493,28/12/2023,Cyber-Fraud,E-Banking,65.68,5,0.81,1.12,1,2.6,20,2
OLE-0380,27/8/2023,Tech Failure,E-Banking,95.44,5,0.6,0.92,1,3.7,20,2
OLE-0764,31/5/2023,Data Breach,Retail Banking,89.26,4,1.17,0.82,1,3,14,0
OLE-0792,3/9/2023,System Failure,E-Banking,39.98,1,0.63,0.57,1,3.6,20,0
ALE-0219,23/12/2022,System Failure,Payments,185.76,1,1.83,3.36,3.61,4,18,0
ALE-0021,9/8/2022,Cyber-Fraud,ATM Network,170.48,3,1.65,1.76,1.22,3.3,22,2
OLE-0338,6/12/2023,Cyber-Fraud,Retail Banking,41.45,3,0.69,0.8,1,2.8,23,2
ALE-0159,26/8/2022,Tech Failure,Payments,76.89,1,2.91,2.79,2.05,3.1,20,0
ALE-0418,24/11/2022,Cyber-Fraud,ATM Network,134.12,4,2.55,2.22,2.17,3.6,21,0
OLE-0456,21/12/2023,System Failure,E-Banking,60.02,4,1.04,1.02,1,3,20,0
OLE-0816,7/5/2022,System Failure,Retail Banking,24.73,5,1.38,1.4,1,3.5,15,1
ALE-0138,12/4/2022,Tech Failure,Retail Banking,118.19,2,1.51,3,2.25,3.2,15,2
ALE-1124,29/11/2022,Cyber-Fraud,ATM Network,190.32,3,1.6,2.53,2.71,3.7,27,0
OLE-0202,19/1/2022,Tech Failure,E-Banking,92.51,5,0.65,0.64,1,3.5,15,2
OLE-0162,18/1/2022,Cyber-Fraud,Payments,43.72,1,0.43,0.67,1,4,21,2
ALE-0722,15/9/2022,Data Breach,ATM Network,168.67,1,1.35,2.19,1.92,2.7,21,1
OLE-0703,13/12/2023,System Failure,E-Banking,48.63,1,1.41,1.21,1,3.1,19,2
ALE-0643,4/1/2022,Data Breach,Online Services,156.91,1,0.99,1.86,1.38,2.7,23,0
ALE-0272,9/4/2022,Cyber-Fraud,Payments,132.39,2,2.81,1.59,1.16,3.9,23,0
ALE-0164,2/9/2022,System Failure,Retail Banking,115.49,4,1.33,2.06,2.14,3.3,24,2
ALE-0728,15/4/2022,System Failure,E-Banking,222.82,5,2.11,1.74,1.19,3.4,26,1
ALE-1098,22/10/2022,Cyber-Fraud,Payments,92.4,2,1.65,2.9,2.16,3.4,18,2
OLE-0035,25/9/2023,Cyber-Fraud,E-Banking,28.99,3,0.58,0.89,1,3.4,22,1
OLE-0776,30/8/2023,Data Breach,ATM Network,77.04,3,1.49,0.77,1,3.7,19,1
ALE-0621,18/2/2022,Data Breach,Retail Banking,73.65,5,1.37,3.37,2.88,3.7,21,0
ALE-0533,26/10/2022,Phishing,Online Services,208.44,2,1.89,1.92,1.69,3,25,0
ALE-0506,30/12/2022,Cyber-Fraud,Online Services,205.61,4,0.97,3.26,2.39,2.7,20,2
ALE-1184,20/7/2022,System Failure,Payments,133.35,3,1.9,1.64,1.38,3.1,21,0
OLE-0242,9/5/2022,Data Breach,Retail Banking,90.13,3,0.63,0.63,1,3,19,2
ALE-1204,4/10/2022,Data Breach,Payments,326.69,4,1.36,2.66,2.9,3.1,21,0
OLE-0601,2/3/2023,Tech Failure,Payments,36.51,4,0.87,1.26,1,3.5,15,0
ALE-0440,19/11/2022,System Failure,ATM Network,203.06,3,1.5,1.59,1.62,2.6,21,2
ALE-1211,4/2/2022,Tech Failure,Payments,127.39,3,2.01,3,3.04,3.5,24,2
OLE-0647,29/3/2022,Cyber-Fraud,E-Banking,76.66,5,1.19,1.14,1,3,24,1
ALE-0671,11/7/2022,Tech Failure,Retail Banking,52.1,5,2.04,2.84,2.17,3.5,22,0
ALE-0410,8/4/2022,System Failure,Online Services,161.36,2,2.06,1.71,1.22,3.6,23,2
ALE-1042,10/10/2022,Data Breach,Online Services,62.64,1,2.2,1.3,0.87,3,23,2
OLE-0563,29/11/2023,Cyber-Fraud,E-Banking,57.27,3,0.71,1.37,1,2.6,20,2
OLE-0190,31/12/2023,System Failure,Retail Banking,24.52,2,1.16,1.32,1,3.7,19,1
ALE-0949,12/2/2022,System Failure,Payments,85.45,1,2.6,3.01,2.07,3.6,15,1
ALE-0118,6/3/2022,Phishing,ATM Network,204.01,3,2.37,2.72,2.2,2.9,21,2
ALE-1190,20/11/2022,System Failure,Retail Banking,202.66,4,1.01,1.81,1.26,2.9,21,1
ALE-0225,30/8/2022,Phishing,Retail Banking,257.57,1,1.13,1.61,1.61,3.9,16,0
OLE-0475,13/1/2022,Data Breach,E-Banking,22.52,5,0.58,0.6,1,2.8,15,1
OLE-0748,17/4/2022,Data Breach,Retail Banking,79.15,2,1.25,1.18,1,3.8,18,2
OLE-0022,4/6/2022,Cyber-Fraud,Payments,29,4,0.33,0.84,1,3.1,15,0
OLE-0460,17/3/2022,Data Breach,E-Banking,20.53,3,0.71,1.37,1,2.5,14,2
ALE-0327,22/1/2022,Tech Failure,Online Services,370.73,2,2.06,2.22,1.75,3.4,20,1
ALE-0098,11/11/2022,System Failure,Online Services,31.08,3,2.32,2.38,1.9,3.8,23,1
ALE-0358,7/4/2022,Cyber-Fraud,E-Banking,10,1,2.17,1.63,1.44,3.6,15,1
ALE-0658,26/4/2022,Cyber-Fraud,Retail Banking,135.86,5,1.16,1.74,1.51,2.9,27,2
OLE-0770,12/1/2023,Cyber-Fraud,ATM Network,65.41,5,1.5,0.68,1,2.5,24,2
ALE-0828,12/9/2022,Tech Failure,ATM Network,127.88,2,1.69,2.96,3.05,3.8,29,2
OLE-0131,12/9/2022,Data Breach,E-Banking,83.21,3,0.8,1.3,1,3.2,14,0
ALE-1278,15/9/2022,Phishing,E-Banking,128.91,1,1.28,3.09,2.56,3.6,18,1
ALE-0625,4/5/2022,Data Breach,ATM Network,135.5,3,1.67,3.1,3.14,2.9,23,0
OLE-0331,24/12/2023,Data Breach,Payments,61.59,2,1.19,0.59,1,3.4,17,0
ALE-0381,23/9/2022,Cyber-Fraud,ATM Network,10,5,0.85,1.92,1.4,3.3,24,1
OLE-0467,10/6/2023,Tech Failure,Payments,62.93,5,0.76,0.55,1,3.1,16,2
ALE-0781,29/4/2022,Cyber-Fraud,ATM Network,153.5,3,1.01,1.57,1.83,3.1,18,1
ALE-0238,28/10/2022,Tech Failure,E-Banking,150.66,2,1.29,1.28,1.18,2.9,25,2
ALE-0273,30/1/2022,Phishing,Online Services,157.13,4,2.32,2.87,2.23,3,22,1
ALE-0437,8/11/2022,Phishing,Retail Banking,152.62,4,2.47,1.72,1.8,2.7,26,0
ALE-0003,19/11/2022,Data Breach,ATM Network,138.42,3,0.92,2.23,2.67,3.4,16,1
